"cd_UGestora","dt_Ano","nu_Contrato","nu_Aditivo","dt_Assinatura","de_Motivo","vl_Aditivo","dt_MesAno","dt_Aditado"
"201140","2010","000112006","00012008","1/2/2008 00:00:00","prorrogado por mais um ano.","0,0000","002013",""
"201140","2010","000122005","00122005","1/2/2006 00:00:00","Prorrogação de prazo conforme previsão legal","49920,0000","002013",""
"201140","2015","000132015","00012015","1/4/2015 00:00:00","COM O PROPOSITO DE MELHOR ADEQUAR TECNICAMENTE O PROJETO AO SEU OBJETIVO INICIAL, E CONSIDERANDO ASPECTOS DE FUNCIONALIDADE E UTILIZACAO DA OBRA, OBSERVOU-SE A NECESSIDADE DE INCLUSAO DE UM NOVO SERVI","7751,8000","042015","10/6/2015 00:00:00"
"201140","2010","000142007","00012008","1/2/2008 00:00:00","prorrogado por mais um ano.","0,0000","002013",""
"201140","2012","000142012","00012012","3/9/2012 00:00:00","AQUISICAO DE QUANTITATIVOS NAO PREVISTOS ANTERIORMENTE - ADEQUACAO DA DEMANDA.","22095,0000","002013","31/12/2012 00:00:00"
"201140","2010","000152006","00012006","2/10/2006 00:00:00","EM DECORRENCIA DA NECESSIDADES DE COMPLEMENTACAO DAS SOLICITACOES EFETUADA PELA SECRETARIA DE EDUCACAO DESTE MUNICIPIO.","12091,0000","002013",""
"201140","2010","000152006","00152006","2/10/2006 00:00:00","Foi acrecentado R$ 12.091,00","65000,0000","002013",""
"201140","2010","000172007","00012008","1/2/2008 00:00:00","prorrogado por mais um ano.","0,0000","002013",""
"201140","2012","000172012","00012012","5/11/2012 00:00:00","ADITIVO DE ACRESCIMO DE VALOR","19029,0000","002013","31/12/2012 00:00:00"
"201140","2010","000182006","00012006","1/3/2007 00:00:00","Prorrogacao de Prazo.","0,0100","002013",""
"201140","2010","000182006","00012008","29/2/2008 00:00:00","prorrogado prazo para 02/03/2009.","0,0000","002013",""
"201140","2010","000222006","00012006","1/3/2007 00:00:00","Prorrogacao de prazo.","0,0100","002013",""
"201140","2010","000222006","00012008","29/2/2008 00:00:00","prorrogado prazo para 02/03/2009.","0,0000","002013",""
"201140","2015","000242014","00012015","13/3/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 024/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","032015","15/4/2015 00:00:00"
"201140","2015","000242014","00022015","1/4/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 024/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","042015","15/2/2016 00:00:00"
"201140","2010","000252005","00252005","2/5/2006 00:00:00","Prorrogação de prazo conforme previsão legal","15000,0000","002013",""
"201140","2015","000252014","00012015","13/3/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 025/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","032015","15/4/2015 00:00:00"
"201140","2015","000252014","00022015","1/4/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 025/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","042015","15/2/2016 00:00:00"
"201140","2016","000252014","00032016","4/2/2016 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 025/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","022016","15/12/2016 00:00:00"
"201140","2013","000262013","00012013","1/8/2013 00:00:00","Aquisicao de quantitativos nao previstos anteriormente.","19112,5000","082013","31/12/2013 00:00:00"
"201140","2010","000272006","00012007","2/4/2007 00:00:00","prorroga prazo para 042008","0,0000","002013",""
"201140","2015","000272014","00012015","13/3/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 027/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","032015","15/4/2015 00:00:00"
"201140","2015","000272014","00022015","1/4/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 027/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","042015","15/2/2016 00:00:00"
"201140","2016","000272014","00032016","4/2/2016 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 027/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","022016","15/12/2016 00:00:00"
"201140","2010","000282006","00012007","2/4/2007 00:00:00","prorroga prazo para 042008","0,0000","002013",""
"201140","2010","000292006","00012007","2/4/2007 00:00:00","prorroga prazo para 042008 e valor de 350,00 para 380,00","360,0000","002013",""
"201140","2013","000292013","00012013","1/11/2013 00:00:00","AQUISICAO DE QUANTITATIVOS NAO PREVISTOS ANTERIORMENTE - ADEQUACAO DA DEMANDA.","7920,0000","112013","31/12/2013 00:00:00"
"201140","2010","000302005","00302005","2/5/2006 00:00:00","Prorrogação de prazo conforme previsão legal","7800,0000","002013",""
"201140","2010","000302006","00012007","2/4/2007 00:00:00","prorroga prazo para 042008","0,0000","002013",""
"201140","2015","000302014","00012015","13/3/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 030/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","032015","15/4/2015 00:00:00"
"201140","2015","000302014","00022015","1/4/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 030/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","042015","15/2/2016 00:00:00"
"201140","2016","000302014","00032016","4/2/2016 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 030/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","022016","15/12/2016 00:00:00"
"201140","2015","000302015","00012015","4/5/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 00030/2015, DATADO DE 22.04.2015, DECORRENTE DA DISPENSA POR VALOR N 00001/2015 FIRMADO ENTRE A PREFEITURA","300,0000","052015","31/12/2015 00:00:00"
"201140","2015","000312014","00012015","13/3/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 031/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","032015","15/4/2015 00:00:00"
"201140","2015","000312014","00022015","1/4/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 031/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","042015","15/2/2016 00:00:00"
"201140","2016","000312014","00032016","4/2/2016 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 031/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","042016","15/12/2016 00:00:00"
"201140","2015","000312015","00012015","1/9/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 031/2015, DATADO DE 08.05.2015, DECORRENTE DA TOMADA DE PRECOS N 00002/2015 FIRMADO ENTRE A PREFEITURA MUN","0,0000","092015","8/1/2016 00:00:00"
"201140","2016","000312015","00022016","4/1/2016 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 031/2015, DATADO DE 08.05.2015, DECORRENTE DA TOMADA DE PRECOS N 00002/2015 FIRMADO ENTRE A PREFEITURA MUN","0,0000","012016","8/5/2016 00:00:00"
"201140","2016","000312015","00032016","25/4/2016 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 031/2015, DATADO DE 08.05.2015, DECORRENTE DA TOMADA DE PRECOS N 00002/2015 FIRMADO ENTRE A PREFEITURA MUN","0,0000","042016","8/9/2016 00:00:00"
"201140","2010","000322006","00012007","2/4/2007 00:00:00","prorroga prazo para 042008","0,0000","002013",""
"201140","2011","000322010","00012011","1/8/2011 00:00:00","adeq.  valores de itens da planilha dos serviços contratados com os preços SINAPI abril/10. redução de R$ 3.690,02. prorroga prazo por mais 120 dias","0,0000","002013","1/8/2011 00:00:00"
"201140","2011","000322010","00022011","10/8/2011 00:00:00","prorroga o prazo por mais 120 dias.","0,0000","002013","10/8/2011 00:00:00"
"201140","2011","000322010","00032011","10/8/2011 00:00:00","prorroga prazo","0,0000","002013","31/12/2011 00:00:00"
"201140","2013","000322010","00042011","15/12/2011 00:00:00","prorroga prazo.","0,0000","072013","20/8/2012 00:00:00"
"201140","2013","000322010","00052012","14/8/2012 00:00:00","prorroga prazo.","0,0000","072013","18/12/2012 00:00:00"
"201140","2013","000322010","00062012","10/12/2012 00:00:00","prorroga prazo.","0,0000","072013","17/4/2013 00:00:00"
"201140","2013","000322010","00072013","8/4/2013 00:00:00","prorroga prazo.","0,0000","072013","15/8/2013 00:00:00"
"201140","2013","000322010","00082013","6/8/2013 00:00:00","prorrogação de prazo.","0,0000","092013","13/12/2013 00:00:00"
"201140","2016","000322010","00092013","9/12/2013 00:00:00","prorroga prazo.                                                                                                                                                                                         ","0,0000","042016","12/4/2014 00:00:00"
"201140","2016","000322010","00102014","12/4/2014 00:00:00","prorroga prazo.                                                                                                                                                                                         ","0,0000","042016","24/8/2014 00:00:00"
"201140","2016","000322010","00112014","22/8/2014 00:00:00","prorroga prazo.                                                                                                                                                                                         ","0,0000","042016","22/12/2014 00:00:00"
"201140","2016","000322010","00122014","19/12/2014 00:00:00","prorroga prazo.                                                                                                                                                                                         ","0,0000","042016","19/4/2015 00:00:00"
"201140","2016","000322010","00132014","16/5/2014 00:00:00","prorroga prazo                                                                                                                                                                                          ","0,0000","042016","12/9/2014 00:00:00"
"201140","2016","000322010","00142014","11/9/2014 00:00:00","prorroga prazo.                                                                                                                                                                                         ","0,0000","042016","10/1/2015 00:00:00"
"201140","2016","000322010","00152015","9/1/2015 00:00:00","prorroga prazo                                                                                                                                                                                          ","0,0000","042016","8/5/2015 00:00:00"
"201140","2016","000322010","00162015","8/5/2015 00:00:00","prorroga prazo                                                                                                                                                                                          ","0,0000","042016","4/9/2015 00:00:00"
"201140","2016","000322010","00172015","4/9/2015 00:00:00","prorroga prazo                                                                                                                                                                                          ","0,0000","042016","4/11/2015 00:00:00"
"201140","2016","000322010","00182015","11/11/2015 00:00:00","prorroga prazo.                                                                                                                                                                                         ","0,0000","042016","10/3/2016 00:00:00"
"201140","2016","000322010","00192016","10/3/2016 00:00:00","prorroga prazo.                                                                                                                                                                                         ","0,0000","042016","8/7/2016 00:00:00"
"201140","2015","000322014","00012015","13/3/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 032/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","032015","15/4/2015 00:00:00"
"201140","2015","000322014","00022015","1/4/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 032/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","042015","15/2/2016 00:00:00"
"201140","2016","000322014","00032016","4/2/2016 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 032/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","022016","15/12/2016 00:00:00"
"201140","2010","000332006","00012007","2/4/2007 00:00:00","prorroga prazo para 042008 e valor de 350,00 para 380,00","360,0000","002013",""
"201140","2015","000332014","00012015","13/3/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 033/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","032015","15/4/2015 00:00:00"
"201140","2015","000332014","00022015","1/4/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 033/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","042015","15/2/2016 00:00:00"
"201140","2016","000332014","00032016","4/2/2016 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 033/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","022016","15/12/2016 00:00:00"
"201140","2010","000342005","00342005","1/6/2006 00:00:00","Prorrogado tempo para mais um ano.","14400,0000","002013",""
"201140","2010","000342006","00012007","2/4/2007 00:00:00","prorroga prazo para 042008 e valor de r$ 350,00 para R$ 380,00","360,0000","002013",""
"201140","2015","000342014","00012015","13/3/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 034/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","032015","15/4/2015 00:00:00"
"201140","2015","000342014","00022015","1/4/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 034/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","042015","15/2/2016 00:00:00"
"201140","2016","000342014","00032016","4/2/2016 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 034/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","022016","15/12/2016 00:00:00"
"201140","2015","000342015","00022015","13/11/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 034/2015, DATADO DE 20.05.2015, DECORRENTE DA TOMADA DE PRECOS N 00005/2015 FIRMADO ENTRE A PREFEITURA MUN","0,0000","112015","14/2/2016 00:00:00"
"201140","2016","000342015","00032016","10/2/2016 00:00:00"," CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 034/2015, DATADO DE 20.05.2015, DECORRENTE DA TOMADA DE PRECOS N 00005/2015 FIRMADO ENTRE A PREFEITURA MU","0,0000","052016","14/5/2016 00:00:00"
"201140","2016","000342015","00042016","10/5/2016 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 034/2015, DATADO DE 20.05.2015, DECORRENTE DA TOMADA DE PRECOS N 00005/2015 FIRMADO ENTRE A PREFEITURA MUN","0,0000","052016","11/8/2016 00:00:00"
"201140","2010","000352006","00012007","2/4/2007 00:00:00","prorroga prazo para 04/2008","0,0000","002013",""
"201140","2015","000352014","00012015","13/3/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 035/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","032015","15/4/2015 00:00:00"
"201140","2015","000352014","00022015","1/4/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 035/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","042015","15/2/2016 00:00:00"
"201140","2015","000362014","00012015","13/3/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 036/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","032015","15/4/2015 00:00:00"
"201140","2015","000362014","00022015","1/4/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 036/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","042015","15/2/2016 00:00:00"
"201140","2016","000362014","00032016","4/2/2016 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 036/2014, DATADO DE 15.05.2014, DECORRENTE DO PREGAO PRESENCIAL N 00010/2014 FIRMADO ENTRE A PREFEITURA MU","0,0000","022016","15/12/2016 00:00:00"
"201140","2015","000362015","00012015","19/10/2015 00:00:00","CONFORME SOLICITADO E JA INFORMADO ANTERIORMENTE, SE FAZ NECESSARIO A ALTERACAO DO CONTRATO N 036/2015, DATADO DE 03.06.2015, DECORRENTE DA TOMADA DE PRECOS N 00006/2015 FIRMADO ENTRE A PREFEITURA MUN","0,0000","122015","3/4/2016 00:00:00"
